unique_name,X_DBMS,dbdbio_card_title,Y_DBMS,match_state,manu_labeled_flag,DBMS,category_label,Written in,Query Interface,System Architecture,Developer,Country of Origin,initial_release_year,current_release_year,Project Type,License_info,github_repo_link,open_source_license,Score_Feb-2023,Rank_Feb-2023
littled,littled,LittleD,,X_Never,Y_auto,littled,,,,,Graeme Douglas,CA,,,Open Source,Apache v2,graemedouglas/LittleD,Y,,
llamadb,llamadb,LlamaDB,,X_Never,Y_auto,llamadb,,Rust,,,Danny Spencer,CA,2015,2017,Open Source,MIT,nukep/llamadb,Y,,
locustdb,locustdb,LocustDB,,X_Never,Y_auto,locustdb,Relational,Rust,,,Clemens Winter,US,2017,,Open Source,,cswinter/LocustDB,Y,,
lokijs,lokijs,LokiJS,LokiJS,Normal,Y_auto,lokijs#dbdbio>|<dbengines#LokiJS,Document,JavaScript,,Embedded,Joe Minichino,IE,2013#dbdbio>|<dbengines#2014,,Open Source,,techfort/LokiJS,Y,0.7,252
lovefield,lovefield,Lovefield,Lovefield,Normal,Y_auto,lovefield#dbdbio>|<dbengines#Lovefield,Relational,JavaScript,,,Google,US,2014,2017,Open Source,Apache v2#dbdbio>|<dbengines#Apache 2.0,google/lovefield,Y,0.53,272
lowdb,lowdb,LowDB,,X_Never,Y_auto,lowdb,Document,JavaScript,,Embedded,,,2014,,Open Source,MIT,typicode/lowdb,Y,,
lucene,lucene,Lucene,,X_Never,Y_auto,lucene,Document,Java,Custom API,Embedded,Apache Software Foundation,US,1999,,Open Source,Apache v2,apache/lucene,Y,,
luciddb,luciddb,LucidDB,,X_Never,Y_auto,luciddb,,"C++,Java",,,"LucidEra, Inc.",US,2004,,"Commercial,Open Source","Apache v2,GPL v2,LGPL v2",LucidDB/luciddb,Y,,
lungodb,lungodb,LungoDB,,X_Never,Y_auto,lungodb,Document,Go,Custom API,Embedded,Joël Gähwiler,CH,2019,,Open Source,MIT,256dpi/lungo,Y,,
m3db,m3db,M3DB,M3DB,Normal,Y_auto,m3db#dbdbio>|<dbengines#M3DB,Relational#dbdbio>|<dbengines#Time Series,Go,,,Uber,US,2018,,Open Source,Apache v2#dbdbio>|<dbengines#Apache version 2,m3db/m3,Y,1.08,207
mangodb,mangodb,MangoDB,,X_Never,Y_auto,mangodb,Document,Python,Custom API,,David Cramer,US,2012,,"Hobby,Open Source",,dcramer/mangodb,Y,,
manticore-search,manticore-search,Manticore Search,Manticore Search,Normal,Y_auto,manticore-search#dbdbio>|<dbengines#Manticore Search,Relational#dbdbio>|<dbengines#Search engine,C++,"SQL,HTTP / REST",,Manticore Software Ltd#dbdbio>|<dbengines#Manticore Software,GB,2017,2021,"Commercial,Open Source",GPL v2#dbdbio>|<dbengines#GPL version 2,manticoresoftware/manticoresearch,Y,0.3,327
mapdb,mapdb,MapDB,MapDB,Normal,Y_auto,mapdb#dbdbio>|<dbengines#MapDB,Object oriented#dbdbio>|<dbengines#Key-value,Java,,Embedded,Jan Kotek,CZ,2012#dbdbio>|<dbengines#2002,,Open Source,Apache v2#dbdbio>|<dbengines#Apache Version 2,jankotek/mapdb,Y,0.99,220
marcellodb,marcellodb,MarcelloDB,,X_Never,Y_auto,marcellodb,Object oriented,C#,Custom API,Embedded,Mark Meeus,BE,2014,,Open Source,MIT,markmeeus/MarcelloDB,Y,,
mariadb,mariadb,MariaDB,MariaDB,Normal,Y_auto,mariadb#dbdbio>|<dbengines#MariaDB,Relational,"Bash,C,C++,Perl","Custom API,SQL,Stored Procedures",,"MariaDB Foundation#dbdbio>|<dbengines#MariaDB Corporation Ab (MariaDB Enterprise),,MariaDB Foundation (community MariaDB Server)",SE,2009,2023,Open Source,"GPL v2#dbdbio>|<dbengines#GPL version 2, commercial enterprise subscription available",MariaDB/server,Y,96.81,13
matrixone,matrixone,MatrixOne,MatrixOne,Normal,Y_auto,matrixone#dbdbio>|<dbengines#MatrixOne,Relational,Go,SQL,,MatrixOrigin,CN,2021,,"Commercial,Open Source",Apache v2#dbdbio>|<dbengines#Apache Version 2.0,matrixorigin/matrixone,Y,1.44,175
mcdb,mcdb,mcdb,,X_Never,Y_auto,mcdb,Key-value,C,,,Glenn Strauss,US,2010,,Open Source,LGPL v2,gstrauss/mcdb,Y,,
mckoi-sql-database,mckoi-sql-database,Mckoi SQL Database,,X_Never,Y_auto,mckoi-sql-database,Relational,Java,SQL,"Shared-Everything,Embedded","Diehl and Associates, Inc.",US,1998,,"Commercial,Open Source",GPL v2,Mckoi/origsqldb,Y,,
meilisearch,meilisearch,Meilisearch,Meilisearch,Normal,Y_auto,meilisearch#dbdbio>|<dbengines#Meilisearch,Document#dbdbio>|<dbengines#Search engine,Rust,"Custom API,HTTP / REST",,Meilisearch,FR,2018#dbdbio>|<dbengines#2020,,"Commercial,Open Source",MIT#dbdbio>|<dbengines#MIT License,meilisearch/meilisearch,Y,1.09,204
memcached,memcached,Memcached,Memcached,Normal,Y_auto,memcached#dbdbio>|<dbengines#Memcached,Key-value,C,Custom API,,Danga Interactive,US,2003,2023,"Commercial,Open Source",BSD#dbdbio>|<dbengines#BSD license,memcached/memcached,Y,23.17,31
memgraph,memgraph,Memgraph,Memgraph,Normal,Y_auto,memgraph#dbdbio>|<dbengines#Memgraph,Graph,"C,C++",Cypher,,Dominik Tomicevic and Marko Budiselic#dbdbio>|<dbengines#Memgraph Ltd,GB,2016#dbdbio>|<dbengines#2017,,"Commercial,Open Source",Business Source License#dbdbio>|<dbengines#Free license available,memgraph/memgraph,Y#dbdbio>|<dbengines#N,1.68,158
memstate,memstate,Memstate,,X_Never,Y_auto,memstate,Object oriented,C#,Custom API,,Devrex Labs,SE,2017,,"Commercial,Open Source","GPL v3,,,LGPL v3",devrexlabs/memstate,Y,,
mentat,mentat,Mentat,,X_Never,Y_auto,mentat,Relational,Rust,,,Mozilla,US,2016,,Open Source,Apache v2,mozilla/mentat,Y,,
metalbase,metalbase,MetalBase,,X_Never,Y_auto,metalbase,Relational,C,,,Richard P Jernigan IV,US,,,Open Source,,apavlo/metalbase,Y,,
milvus,milvus,Milvus,Milvus,Normal,Y_auto,milvus#dbdbio>|<dbengines#Milvus,Array#dbdbio>|<dbengines#Search engine,Go,Custom API,,The Milvus Project,CN,2019,,Open Source,Apache v2#dbdbio>|<dbengines#Apache Version 2.0,milvus-io/milvus,Y,0.78,240
mldb,mldb,MLDB,,X_Never,Y_auto,mldb,,C++,"SQL,HTTP / REST",,MLDB.ai,CA,2015,,"Commercial,Open Source",Apache v2,mldbai/mldb,Y,,
mnesia,mnesia,Mnesia,Mnesia,Normal,Y_auto,mnesia#dbdbio>|<dbengines#Mnesia,Relational#dbdbio>|<dbengines#Document,Erlang,Custom API,,Ericsson,FI,1999,,Open Source,proprietary license,erlang-labs/mnesia#dbdbio>|<dbengines#beardedeagle/mnesiac,Y,1.86,152
modeshape,modeshape,ModeShape,ModeShape,Normal,Y_auto,modeshape#dbdbio>|<dbengines#ModeShape,Object oriented#dbdbio>|<dbengines#Content,Java,"Custom API,SQL,HTTP / REST",,Red Hat,US,2008#dbdbio>|<dbengines#2010,,"Commercial,Open Source",Apache v2#dbdbio>|<dbengines#Apache Version 2,ModeShape/modeshape,Y,0.72,246
mondrian,mondrian,Mondrian,,X_Never,Y_auto,mondrian,Relational,Java,,,Pentaho,US,2002,,"Commercial,Open Source",Eclipse Public License,pentaho/mondrian,Y,,
monetdb,monetdb,MonetDB,MonetDB,Normal,Y_auto,monetdb#dbdbio>|<dbengines#MonetDB,Wide column#dbdbio>|<dbengines#Relational,C,SQL,,CWI#dbdbio>|<dbengines#MonetDB BV,NL,2002#dbdbio>|<dbengines#2004,,"Academic,Open Source",Mozilla Public License#dbdbio>|<dbengines#Mozilla Public License 2.0,MonetDB/MonetDB,Y,2.38,131
mongodb,mongodb,MongoDB,MongoDB,Multiple:Normal,Y_ConflictResolved,mongodb#dbdbio>|<dbengines#MongoDB,Document,,Custom API,,"MongoDB Inc.#dbdbio>|<dbengines#MongoDB, Inc",US,2009,2022,"Commercial,Open Source",Server Side Public License#dbdbio>|<dbengines#MongoDB Inc.'s Server Side Public License v1. Prior versions were published under GNU AGPL v3.0. Commercial licenses are also available.,mongodb/mongo,Y,452.77,5
mulgara,mulgara,Mulgara,Mulgara,Normal,Y_auto,mulgara#dbdbio>|<dbengines#Mulgara,RDF,Java,SPARQL,,,US,2006,2012,Open Source,Open Software License 3.0#dbdbio>|<dbengines#Apache Version 2,quoll/mulgara,Y,0.5,281
mysql,mysql,MySQL,MySQL,Multiple:Normal,Y_ConflictResolved,mysql#dbdbio>|<dbengines#MySQL,Relational,"C,C++",SQL,,MySQL AB#dbdbio>|<dbengines#Oracle,SE,1994#dbdbio>|<dbengines#1995,2023,Open Source,GPL v2#dbdbio>|<dbengines#GPL version 2. Commercial licenses with extended functionallity are available,mysql/mysql-server,Y,1195.45,2
nanolat,nanolat,Nanolat,,X_Never,Y_auto,nanolat,Key-value,,,,,KR,2012,,Open Source,Apache v2,Nanolat/nldb,Y,,
ncache,ncache,NCache,NCache,Normal,Y_auto,ncache#dbdbio>|<dbengines#NCache,Key-value,,,,Alachisoft,US,2015#dbdbio>|<dbengines#2005,,"Commercial,Open Source","Apache v2,,,Proprietary#dbdbio>|<dbengines#Enterprise Edition available",Alachisoft/NCache,Y,1.35,183
nebula-graph,nebula-graph,Nebula Graph,,X_Never,Y_auto,nebula-graph,Graph,C++,Custom API,Shared-Nothing,VEsoft inc.,CN,2018,,Open Source,Apache v2,vesoft-inc/nebula,Y,,
nedb,nedb,NeDB,,X_Never,Y_auto,nedb,Document,JavaScript,Custom API,Embedded,Louis Chatriot,FR,2013,,Open Source,MIT,louischatriot/nedb,Y,,
neo4j,neo4j,Neo4j,Neo4j,Normal,Y_auto,neo4j#dbdbio>|<dbengines#Neo4j,Graph,"Java,Scala",Cypher,Shared-Nothing,"Neo Technology, Inc.#dbdbio>|<dbengines#Neo4j, Inc.",SE,2007,2023,"Commercial,Open Source","AGPL v3,GPL v3#dbdbio>|<dbengines#GPL version3, commercial licenses available",neo4j/neo4j,Y,55.43,20
neon,neon,Neon,,X_Never,Y_auto,neon,"Object oriented,Relational","C,Rust",,Shared-Disk,Neon,US,2021,,"Commercial,Open Source",Apache v2,neondatabase/neon,Y,,
nessdb,nessdb,nessDB,,X_Never,Y_auto,nessdb,Key-value,C,Custom API,Embedded,Bohu Tang,CN,2011,,Open Source,BSD,BohuTANG/nessDB,Y,,
nitrite,nitrite,Nitrite,,X_Never,Y_auto,nitrite,Document,Java,Custom API,Embedded,Anindya Chatterjee,IN,2017,,Open Source,Apache v2,dizitart/nitrite-database,Y,,
noisepage,noisepage,NoisePage,,X_Never,Y_auto,noisepage,Relational,C++,SQL,Shared-Everything,Carnegie Mellon University,US,2018,,"Academic,Open Source",MIT,cmu-db/noisepage,Y,,
noms,noms,Noms,,X_Never,Y_auto,noms,Document,Go,,,Attic Labs,US,2015,,Open Source,Apache v2,attic-labs/noms,Y,,
nosdb,nosdb,NosDB,NosDB,Normal,Y_auto,nosdb#dbdbio>|<dbengines#NosDB,Document,C#,"Custom API,HTTP / REST",,Alachisoft,US,2016,,"Commercial,Open Source",Apache v2#dbdbio>|<dbengines#Professional and Enterprise Versions available,Alachisoft/NosDB,Y,0.22,348
nudb,nudb,NuDB,,X_Never,Y_auto,nudb,Key-value,C++,Custom API,Embedded,Vinnie Falco,US,2016,,Open Source,Boost Software License,vinniefalco/NuDB,Y,,
nutsdb,nutsdb,NutsDB,,X_Never,Y_auto,nutsdb,Key-value,Go,Custom API,,Jiajun Xu,CN,2018,,Open Source,Apache v2,xujiajun/nutsdb,Y,,
objectbox,objectbox,ObjectBox,ObjectBox,Normal,Y_auto,objectbox#dbdbio>|<dbengines#ObjectBox,Object oriented,"C,C++,Go,Java,Python,Swift",Custom API,Embedded,ObjectBox Limited,DE,2016#dbdbio>|<dbengines#2017,,"Commercial,Open Source",Apache v2#dbdbio>|<dbengines#Apache License 2.0,objectbox/#dbdbio>|<dbengines#objectbox/objectbox-java,Y,1.57,170
oceanbase,oceanbase,OceanBase,OceanBase,Normal,Y_auto,oceanbase#dbdbio>|<dbengines#OceanBase,Relational,C++,SQL,Shared-Nothing,OceanBase,CN,2010#dbdbio>|<dbengines#2011,,"Commercial,Open Source",Mulan PubL v2#dbdbio>|<dbengines#Commercial license available,oceanbase/oceanbase,Y,1.98,145
olegdb,olegdb,OlegDB,,X_Never,Y_auto,olegdb,Key-value,"C,Go",HTTP / REST,Shared-Everything,"Quinlan Pfiffer, Kyle Terry",US,2014,,"Commercial,Open Source",MIT,infoforcefeed/OlegDB,Y,,
openmldb,openmldb,OpenMLDB,,X_Never,Y_auto,openmldb,Relational,C++,"SQL,HTTP / REST",,4Paradigm,CN,2017,,Open Source,Apache v2,4paradigm/OpenMLDB,Y,,
opentsdb,opentsdb,OpenTSDB,OpenTSDB,Normal,Y_auto,opentsdb#dbdbio>|<dbengines#OpenTSDB,Key-value#dbdbio>|<dbengines#Time Series,Java,"Custom API,HTTP / REST,Command-line / Shell",Shared-Disk,currently maintained by Yahoo and other contributors,US,2010#dbdbio>|<dbengines#2011,,Open Source,LGPL v2#dbdbio>|<dbengines#LGPL,OpenTSDB/opentsdb,Y,2.44,128
orbitdb,orbitdb,OrbitDB,,X_Never,Y_auto,orbitdb,"Key-value,Document",JavaScript,Custom API,Shared-Nothing,,DE,2015,,Open Source,MIT,orbitdb/orbit-db,Y,,
orientdb,orientdb,OrientDB,OrientDB,Normal,Y_auto,orientdb#dbdbio>|<dbengines#OrientDB,"Key-value,Document,Graph,Object oriented#dbdbio>|<dbengines#Document",Java,"SQL,Stored Procedures,GraphQL,Gremlin,HTTP / REST",Shared-Nothing,OrientDB LTD; CallidusCloud; SAP,GB,2010,,"Commercial,Open Source",Apache v2#dbdbio>|<dbengines#Apache version 2,orientechnologies/orientdb,Y,4.54,85
origodb,origodb,OrigoDB,OrigoDB,Normal,Y_auto,origodb#dbdbio>|<dbengines#OrigoDB,"Relational,Key-value,Document,Graph,Object oriented#dbdbio>|<dbengines#Document",C#,Custom API,Shared-Nothing,Robert Friberg et al,SE,2011#dbdbio>|<dbengines#2009,,"Commercial,Open Source",MIT,DevrexLabs/OrigoDB,Y,0.25,337
paldb,paldb,PalDB,,X_Never,Y_auto,paldb,Key-value,Java,Custom API,,,US,2015,,Open Source,Apache v2,linkedin/PalDB,Y,,
paper,paper,Paper,,X_Never,Y_auto,paper,"Key-value,Object oriented",Java,Custom API,Embedded,,SE,2015,,Open Source,Apache v2,pilgr/Paper,Y,,
pearldb,pearldb,PearlDB,,X_Never,Y_auto,pearldb,Key-value,C,HTTP / REST,,,NZ,2015,,Open Source,BSD,willemt/pearldb,Y,,
pebble,pebble,Pebble,,X_Never,Y_auto,pebble,Key-value,Go,Custom API,Embedded,,US,2018,,Open Source,BSD,petermattis/pebble,Y,,
percona-server,percona-server,Percona Server,Percona Server for MySQL,Multiple:Normal,Y_ConflictResolved,percona-server#dbdbio>|<dbengines#Percona Server for MySQL,Relational,,SQL,Shared-Everything,Percona,US,2006#dbdbio>|<dbengines#2008,2022,"Commercial,Open Source",GPL version 2,percona/percona-server,Y,3.17,104
photondb,photondb,PhotonDB,,X_Never,Y_auto,photondb,Key-value,Rust,,,,CN,2022,,"Hobby,Open Source",Apache v2,photondb/photondb,Y,,
pickledb,pickledb,pickleDB,,X_Never,Y_auto,pickledb,Document,Python,Custom API,Embedded,,US,2011,,"Hobby,Open Source",BSD,patx/pickledb,Y,,
picodb,picodb,PicoDB,,X_Never,Y_auto,picodb,Document,JavaScript,,Embedded,,FR,2016,,Open Source,MIT,jclo/picodb,Y,,
pika,pika,Pika,,X_Never,Y_auto,pika,Key-value,C++,Custom API,Shared-Everything,,CN,2014,,Open Source,MIT,Qihoo360/pika,Y,,
piladb,piladb,piladb,,X_Never,Y_auto,piladb,Object oriented,Go,HTTP / REST,,,ES,2015,,Open Source,MIT,fern4lvarez/piladb,Y,,
pilosa,pilosa,Pilosa,,X_Never,Y_auto,pilosa,Array,Go,"Custom API,HTTP / REST",Shared-Everything,,US,2017,,"Commercial,Open Source",Apache v2,pilosa/pilosa,Y,,
pincaster,pincaster,Pincaster,,X_Never,Y_auto,pincaster,Document,C,HTTP / REST,,,FR,2010,,Open Source,MIT,jedisct1/Pincaster,Y,,
pinot,pinot,Pinot,Apache Pinot,Fuzzy:Normal,Y,pinot#dbdbio>|<dbengines#Apache Pinot,Relational,Java,SQL,Shared-Nothing,LinkedIn#dbdbio>|<dbengines#Apache Software Foundation and contributors,US,2014#dbdbio>|<dbengines#2015,2022,Open Source,Apache v2#dbdbio>|<dbengines#Apache Version 2.0,apache/pinot,Y,0.67,254
pinusdb,pinusdb,PinusDB,,X_Never,Y_auto,pinusdb,Relational,C++,SQL,,ChangSha JuSong Soft Inc.,CN,2019,,Open Source,GPL v3,pinusdb/pinusdb,Y,,
pipelinedb,pipelinedb,PipelineDB,PipelineDB,Normal,Y_auto,pipelinedb#dbdbio>|<dbengines#PipelineDB,"Object oriented,Relational#dbdbio>|<dbengines#Relational",C,,,,US,2015,,"Commercial,Open Source","BSD,,,GPL v3#dbdbio>|<dbengines#BSD, GPL V3",pipelinedb/pipelinedb,Y,0.42,291
pogreb,pogreb,Pogreb,,X_Never,Y_auto,pogreb,Key-value,Go,Custom API,Embedded,Artem Krylysov,US,2018,,Open Source,Apache v2,akrylysov/pogreb,Y,,
polypheny,polypheny,Polypheny,,X_Never,Y_auto,polypheny,"Relational,Document,Graph",Java,"SQL,Cypher,HTTP / REST",Shared-Everything,"Polypheny GmbH, University of Basel",CH,2017,,"Academic,Commercial,Open Source",Apache v2,polypheny/Polypheny-DB,Y,,
pouchdb,pouchdb,PouchDB,PouchDB,Normal,Y_auto,pouchdb#dbdbio>|<dbengines#PouchDB,Document,JavaScript,Custom API,Embedded,Apache Software Foundation,US,2010#dbdbio>|<dbengines#2012,,Open Source,Apache v2,pouchdb/pouchdb,Y,3.52,100
pranadb,pranadb,PranaDB,,X_Never,Y_auto,pranadb,Relational,Go,SQL,,Cash App,GB,2022,,Open Source,,cashapp/pranadb,Y,,
prestodb,prestodb,PrestoDB,,X_Never,Y_auto,prestodb,"Wide column,Relational,Key-value,Document",Java,SQL,Shared-Nothing,Facebook,US,2013,,Open Source,Apache v2,prestodb/presto,Y,,
prometheus,prometheus,Prometheus,Prometheus,Normal,Y_auto,prometheus#dbdbio>|<dbengines#Prometheus,Key-value#dbdbio>|<dbengines#Time Series,Go,"HTTP / REST,PromQL",Shared-Disk,SoundCloud,DE,2012#dbdbio>|<dbengines#2015,,Open Source,Apache v2#dbdbio>|<dbengines#Apache 2.0,prometheus/prometheus,Y,7.06,59
pumpkindb,pumpkindb,PumpkinDB,,X_Never,Y_auto,pumpkindb,Key-value,Rust,,,Yurii Rashkovskii,CA,2017,,Open Source,Mozilla Public License,PumpkinDB/PumpkinDB,Y,,
pupdb,pupdb,PupDB,,X_Never,Y_auto,pupdb,Key-value,Python,HTTP / REST,Shared-Everything,tuxmonk,IN,2019,,Open Source,MIT,tuxmonk/pupdb,Y,,
qikkdb,qikkdb,qikkDB,,X_Never,Y_auto,qikkdb,Relational,C++,SQL,,Instarea s.r.o.,SK,2019,,"Commercial,Open Source",Apache v2,qikkDB/qikkdb,Y,,
qserv,qserv,Qserv,,X_Never,Y_auto,qserv,Relational,C++,,,SLAC National Accelerator Laboratory,US,2011,,"Academic,Open Source",,lsst/qserv,Y,,
quadrable,quadrable,Quadrable,,X_Never,Y_auto,quadrable,Key-value,C++,"Custom API,Command-line / Shell",Embedded,Doug Hoyte,CA,2020,,"Commercial,Open Source",BSD,hoytech/quadrable,Y,,
questdb,questdb,QuestDB,QuestDB,Normal,Y_auto,questdb#dbdbio>|<dbengines#QuestDB,Relational#dbdbio>|<dbengines#Time Series,"C++,Java",SQL,"Shared-Nothing,Embedded",QuestDB#dbdbio>|<dbengines#QuestDB Limited,GB,2014,,"Commercial,Open Source",Apache v2#dbdbio>|<dbengines#Apache 2.0,questdb/questdb,Y,1.95,147
quickstep,quickstep,Quickstep,,X_Never,Y_auto,quickstep,Relational,,,,University of Wisconsin,US,2013,2018,"Academic,Open Source",Apache v2,apache/incubator-retired-quickstep,Y,,
quokka,quokka,Quokka,,X_Never,Y_auto,quokka,Relational,,,,Ziheng Wang,US,2021,,"Hobby,Open Source",Apache v2,marsupialtail/quokka,Y,,
radondb,radondb,RadonDB,,X_Never,Y_auto,radondb,Relational,,,,Yunify Technologies Inc.,CN,2018,,"Commercial,Open Source",GPL v3,radondb/radon,Y,,
ragedb,ragedb,RageDB,,X_Never,Y_auto,ragedb,Graph,,,,Max De Marzi,US,2021,,"Hobby,Open Source",Apache v2,ragedb/ragedb,Y,,
ravendb,ravendb,RavenDB,RavenDB,Normal,Y_auto,ravendb#dbdbio>|<dbengines#RavenDB,"Key-value,Document#dbdbio>|<dbengines#Document",,,,Hibernating Rhinos,IL,2009#dbdbio>|<dbengines#2010,,"Commercial,Open Source","AGPL v3#dbdbio>|<dbengines#AGPL version 3, commercial license available",ravendb/ravendb,Y,4.21,95
realm,realm,Realm,Realm,Normal,Y_auto,realm#dbdbio>|<dbengines#Realm,Object oriented#dbdbio>|<dbengines#Document,,,,"Realm#dbdbio>|<dbengines#Realm, acquired by MongoDB in May 2019",US,2011#dbdbio>|<dbengines#2014,,"Commercial,Open Source",Apache v2,realm/realm-core#dbdbio>|<dbengines#realm/realm-cocoa,Y,8.24,54
redb,redb,redb,,X_Never,Y_auto,redb,Key-value,,,,Christopher Berner,US,2018,,"Hobby,Open Source",Apache v2,cberner/redb,Y,,
redcon,redcon,Redcon,,X_Never,Y_auto,redcon,Key-value,,,,Josh Baker,US,2016,,"Hobby,Open Source",MIT,tidwall/redcon,Y,,
redis,redis,Redis,Redis,Normal,Y_auto,redis#dbdbio>|<dbengines#Redis,Key-value,,,,"Salvatore Sanfilippo#dbdbio>|<dbengines#Redis project core team, inspired by Salvatore Sanfilippo",IT,2009,2023,"Commercial,Open Source","BSD#dbdbio>|<dbengines#source-available extensions (modules), commercial licenses for Redis Enterprise",redis/redis,Y,173.83,6
redisql,redisql,RediSQL,,X_Never,Y_auto,redisql,Relational,,,,Red Beard Lab,IT,2016,,"Commercial,Open Source",AGPL v3,RedBeardLab/rediSQL,Y,,
redixdb,redixdb,RedixDB,,X_Never,Y_auto,redixdb,Key-value,,,,Mohammed Al Ashaal,EG,2018,,"Hobby,Open Source",,alash3al/redix,Y,,
redstore,redstore,RedStore,RedStore,Normal,Y_auto,redstore#dbdbio>|<dbengines#RedStore,RDF,,,,Nicholas Humfrey,GB,2009,,Open Source,GPL v3#dbdbio>|<dbengines#GPLv3,njh/redstore,Y,0.37,309
reductstore,reductstore,ReductStore,,X_Never,Y_auto,reductstore,Key-value,,,,,DE,2021,,"Commercial,Open Source",Mozilla Public License,reductstore/reductstore,Y,,
redwood,redwood,Redwood,,X_Never,Y_auto,redwood,Key-value,,,,Bryn Bellomy,US,2019,,"Hobby,Open Source",MIT,redwood/redwood,Y,,
refinedb,refinedb,RefineDB,,X_Never,Y_auto,refinedb,Document,,,,Heyang Zhou,CN,2021,,"Hobby,Open Source",MIT,losfair/RefineDB,Y,,
rel,rel,Rel,,X_Never,Y_auto,rel,Relational,,,,Dave Voorhis,GB,2004,,"Academic,Educational,Open Source",Apache v2,DaveVoorhis/Rel,Y,,
relaxo,relaxo,Relaxo,,X_Never,Y_auto,relaxo,Document,,,,Samuel Williams,NZ,2012,,Open Source,MIT,ioquatix/relaxo,Y,,
rethinkdb,rethinkdb,RethinkDB,RethinkDB,Normal,Y_auto,rethinkdb#dbdbio>|<dbengines#RethinkDB,Document,"Bash,C++,Java,JavaScript,Python",Custom API,Shared-Nothing,RethinkDB#dbdbio>|<dbengines#The Linux Foundation,US,2009,,Open Source,Apache v2#dbdbio>|<dbengines#Apache Version 2,rethinkdb/rethinkdb,Y,3.85,96
riak,riak,Riak,,Multiple:Normal,Y_ConflictResolved,riak,Key-value,Erlang,,,Basho Technologies,US,2010,,"Commercial,Open Source",Apache v2,basho/riak,Y,,
risinglight,risinglight,RisingLight,,X_Never,Y_auto,risinglight,Relational,Rust,SQL,Embedded,,US,2021,,"Educational,Open Source",Apache v2,risinglightdb/risinglight,Y,,
risingwave,risingwave,RisingWave,,X_Never,Y_auto,risingwave,Relational,Rust,SQL,Shared-Everything,RisingWave Labs,US,2021,,"Commercial,Open Source",Apache v2,risingwavelabs/risingwave,Y,,
rocksdb,rocksdb,RocksDB,RocksDB,Normal,Y_auto,rocksdb#dbdbio>|<dbengines#RocksDB,Key-value,"C,C++",Custom API,Embedded,"Facebook#dbdbio>|<dbengines#Facebook, Inc.",US,2012#dbdbio>|<dbengines#2013,,Open Source,Apache v2#dbdbio>|<dbengines#BSD,facebook/rocksdb,Y,4.47,91
roma,roma,ROMA,,X_Never,Y_auto,roma,Key-value,Ruby,Custom API,Shared-Nothing,"Rakuten, Inc.",JP,2009,,"Commercial,Open Source",,roma/roma,Y,,
rondb,rondb,RonDB,,X_Never,Y_auto,rondb,Key-value,C,"Custom API,SQL",Shared-Nothing,Logical Clocks,SE,2020,,"Commercial,Open Source",GPL v2,logicalclocks/rondb,Y,,
rosedb,rosedb,RoseDB,,X_Never,Y_auto,rosedb,Key-value,Go,Custom API,Shared-Everything,,CN,2020,,"Hobby,Open Source",MIT,roseduan/rosedb,Y,,
rqlite,rqlite,rqlite,,X_Never,Y_auto,rqlite,Relational,Go,"SQL,HTTP / REST",Embedded,Philip O'Toole,US,2014,,Open Source,MIT,rqlite/rqlite,Y,,
rxdb,rxdb,RxDB,,X_Never,Y_auto,rxdb,Document,JavaScript,"Custom API,GraphQL",,Daniel Van Meyer,DE,2016,,Open Source,Apache v2,pubkey/rxdb,Y,,
sapphiredb,sapphiredb,SapphireDb,,X_Never,Y_auto,sapphiredb,Object oriented,C#,"Custom API,HTTP / REST",,Morris Janatzek,DE,2018,,"Hobby,Open Source",MIT,SapphireDb/SapphireDb,Y,,
scalaris,scalaris,Scalaris,Scalaris,Normal,Y_auto,scalaris#dbdbio>|<dbengines#Scalaris,Key-value,Erlang,,,Zuse Institute Berlin,DE,2010,,"Academic,Open Source",Apache v2#dbdbio>|<dbengines#Apache Version 2,scalaris-team/scalaris,Y,0.82,237
scaliendb,scaliendb,ScalienDB,,X_Never,Y_auto,scaliendb,Key-value,C++,HTTP / REST,Shared-Nothing,Scalien,HU,2010,,"Commercial,Open Source",AGPL v3,scalien/scaliendb,Y,,
scylla,scylla,Scylla,,X_Never,Y_auto,scylla,"Wide column,Key-value",C++,Custom API,Shared-Nothing,ScyllaDB Inc.,IL,2014,,"Commercial,Open Source",AGPL v3,scylladb/scylla,Y,,
sdb,sdb,SDB,,X_Never,Y_auto,sdb,"Relational,Document",C,Custom API,Embedded,,ES,,,Open Source,MIT,radare/sdb,Y,,
seafowl,seafowl,Seafowl,,X_Never,Y_auto,seafowl,Relational,Rust,SQL,Shared-Everything,"Splitgraph, Inc.",GB,2022,,"Commercial,Open Source",Apache v2,splitgraph/seafowl,Y,,
senseidb,senseidb,SenseiDB,SenseiDB,Normal,Y_auto,senseidb#dbdbio>|<dbengines#SenseiDB,Relational#dbdbio>|<dbengines#Document,Java,Custom API,Shared-Nothing,"LinkedIn, Xiaomi",US,2012#dbdbio>|<dbengines#2010,,Open Source,Apache v2#dbdbio>|<dbengines#Apache Version 2,linkedin/sensei#dbdbio>|<dbengines#LinkedInAttic/sensei,Y,0.12,372
sequins,sequins,Sequins,,X_Never,Y_auto,sequins,Key-value,Go,,,Stripe,US,2014,,Open Source,MIT,stripe/sequins,Y,,
